id,zodiac,total,money,health,love
121,쌍둥이자리,62,48,62,55
121,게자리,93,82,65,71
121,사자자리,87,93,82,64
121,처녀자리,62,62,53,60
121,천칭자리,84,80,76,44
121,전갈자리,85,46,76,80
121,사수자리,69,46,67,75
121,염소자리,92,88,56,55
121,물병자리,90,86,58,59
121,물고기자리,91,71,78,45
122,쥐띠,95,77,63,90
122,소띠,64,68,84,50
122,호랑이띠,70,79,77,98
122,토끼띠,90,73,52,40
122,용띠,84,98,89,58
122,뱀띠,96,55,50,43
122,말띠,85,62,88,56
122,양띠,98,69,72,93
122,원숭이띠,95,58,87,93
122,닭띠,87,63,52,50
122,개띠,89,81,54,59
122,돼지띠,60,70,94,47
122,양자리,63,91,85,57
122,황소자리,82,58,89,72
122,쌍둥이자리,75,88,71,80
122,게자리,71,93,95,68
122,사자자리,72,60,92,60
122,처녀자리,76,58,79,78
122,천칭자리,76,46,94,48
122,전갈자리,96,45,88,70
122,사수자리,55,45,93,51
122,염소자리,81,80,94,85
122,물병자리,86,93,75,74
122,물고기자리,60,95,91,81
123,쥐띠,59,79,51,97
123,소띠,97,73,93,47
123,호랑이띠,77,97,74,92
123,토끼띠,93,67,74,51
123,용띠,55,52,79,63
123,뱀띠,67,73,50,54
123,말띠,56,93,67,83
123,양띠,77,57,55,92
123,원숭이띠,94,85,69,91
123,닭띠,69,59,81,63
123,개띠,57,62,81,97
123,돼지띠,93,58,50,52
123,양자리,95,70,57,95
123,황소자리,72,81,82,71
123,쌍둥이자리,65,80,62,82
123,게자리,91,88,93,78
123,사자자리,91,56,54,77
123,처녀자리,63,92,54,48
123,천칭자리,71,81,64,96
123,전갈자리,88,91,67,52
123,사수자리,98,46,94,83
123,염소자리,89,84,66,83
123,물병자리,90,74,50,67
123,물고기자리,96,88,91,43
124,쥐띠,75,72,76,57
124,소띠,62,88,83,69
124,호랑이띠,86,68,83,88
124,토끼띠,57,91,64,43
124,용띠,72,71,84,68
124,뱀띠,75,45,75,52
124,말띠,76,50,86,91
124,양띠,56,92,64,84
124,원숭이띠,82,49,65,52
124,닭띠,65,66,69,44
124,개띠,95,85,56,41
124,돼지띠,85,72,51,77
124,양자리,95,66,66,55
124,황소자리,61,75,65,61
124,쌍둥이자리,58,97,71,73
124,게자리,70,49,99,78
124,사자자리,94,73,98,46
124,처녀자리,95,73,87,47
124,천칭자리,60,48,52,64
124,전갈자리,75,99,94,44
124,사수자리,63,48,78,43
124,염소자리,74,84,90,67
124,물병자리,59,51,93,43
124,물고기자리,90,48,68,94
125,쥐띠,79,70,56,79
125,소띠,81,59,88,90
125,호랑이띠,97,84,50,69
125,토끼띠,79,74,77,96
125,용띠,94,84,56,61
125,뱀띠,96,88,51,69
125,말띠,88,66,87,52
125,양띠,61,51,50,78
125,원숭이띠,59,82,62,97
125,닭띠,91,53,90,72
125,개띠,71,67,76,70
125,돼지띠,94,73,61,55
125,양자리,63,96,52,43
125,황소자리,63,64,87,67
125,쌍둥이자리,87,86,98,62
125,게자리,74,82,84,89
125,사자자리,64,54,80,59
125,처녀자리,93,66,68,63
125,천칭자리,55,78,87,82
125,전갈자리,98,54,53,55
125,사수자리,87,97,85,94
125,염소자리,58,72,72,52
125,물병자리,67,85,62,90
125,물고기자리,59,66,62,82
126,쥐띠,85,89,94,69
126,소띠,93,89,71,94
126,호랑이띠,92,81,71,79
126,토끼띠,74,71,71,50
126,용띠,61,74,52,71
126,뱀띠,69,45,90,54
126,말띠,69,74,89,53
126,양띠,70,75,97,89
126,원숭이띠,76,96,97,64
126,닭띠,68,70,61,92
126,개띠,55,68,50,44
126,돼지띠,77,46,85,47
126,양자리,64,63,78,52
126,황소자리,95,82,98,63
126,쌍둥이자리,57,46,62,52
126,게자리,73,56,64,96
126,사자자리,71,91,61,61
126,처녀자리,90,60,61,52
126,천칭자리,56,56,66,98
126,전갈자리,61,46,93,48
126,사수자리,79,86,57,61
126,염소자리,68,64,79,55
126,물병자리,78,96,73,82
126,물고기자리,65,78,89,96
127,쥐띠,82,90,54,47
127,소띠,64,53,62,52
127,호랑이띠,89,69,94,63
127,토끼띠,75,83,77,80
127,용띠,70,47,98,79
127,뱀띠,92,57,84,58
127,말띠,64,65,65,43
127,양띠,95,95,67,95
127,원숭이띠,63,99,82,77
127,닭띠,86,58,96,45
127,개띠,85,95,92,79
127,돼지띠,59,55,82,64
127,양자리,96,93,82,63
127,황소자리,86,78,79,51
127,쌍둥이자리,75,90,73,73
127,게자리,85,90,81,70
127,사자자리,72,82,75,80
127,처녀자리,92,86,52,53
127,천칭자리,69,57,78,95
127,전갈자리,70,70,63,59
127,사수자리,82,69,86,50
127,염소자리,78,61,85,45
127,물병자리,63,93,55,58
127,물고기자리,83,78,72,54
128,쥐띠,92,47,79,72
128,소띠,94,66,77,68
128,호랑이띠,84,72,76,63
128,토끼띠,86,65,67,64
128,용띠,56,56,78,54
128,뱀띠,71,86,54,62
128,말띠,60,63,82,72
128,양띠,89,86,55,90
128,원숭이띠,72,59,56,47
128,닭띠,59,68,52,74
128,개띠,67,66,62,83
128,돼지띠,76,61,69,87
128,양자리,98,99,67,52
128,황소자리,93,53,98,85
128,쌍둥이자리,89,61,50,89
128,게자리,74,63,72,90
128,사자자리,80,70,87,88
128,처녀자리,96,45,80,81
128,천칭자리,87,93,59,95
128,전갈자리,80,59,64,86
128,사수자리,68,75,64,73
128,염소자리,92,95,85,88
128,물병자리,84,91,79,61
128,물고기자리,60,65,62,67
129,쥐띠,81,58,78,68
129,소띠,90,46,73,48
129,호랑이띠,91,53,69,87
129,토끼띠,55,76,92,93
129,용띠,77,66,64,66
129,뱀띠,82,88,98,65
129,말띠,89,64,70,77
129,양띠,56,81,52,99
129,원숭이띠,63,54,71,76
129,닭띠,95,96,88,98
129,개띠,93,81,75,64
129,돼지띠,68,70,54,74
129,양자리,79,57,80,46
129,황소자리,76,81,78,80
129,쌍둥이자리,74,50,60,46
129,게자리,98,80,61,42
129,사자자리,93,76,51,51
129,처녀자리,67,49,74,58
129,천칭자리,68,59,68,82
129,전갈자리,88,49,79,43
129,사수자리,78,78,50,50
129,염소자리,75,71,75,50
129,물병자리,62,53,84,66
129,물고기자리,85,92,54,64
130,쥐띠,68,53,63,59
130,소띠,82,97,95,82
130,호랑이띠,85,55,88,76
130,토끼띠,74,82,62,72
130,용띠,98,74,67,52
130,뱀띠,55,54,78,44
130,말띠,80,83,65,73
130,양띠,76,81,81,69
130,원숭이띠,84,81,52,87
130,닭띠,60,63,91,96
130,개띠,84,67,94,93
130,돼지띠,74,70,89,92
130,양자리,66,71,65,51
130,황소자리,94,91,77,69
130,쌍둥이자리,79,87,61,84
130,게자리,91,51,75,84
130,사자자리,57,60,60,57
130,처녀자리,95,79,68,82
130,천칭자리,59,89,96,86
130,전갈자리,68,76,76,88
130,사수자리,90,52,73,44
130,염소자리,61,77,99,89
130,물병자리,75,71,78,50
130,물고기자리,71,58,82,42
131,쥐띠,84,46,54,80
131,소띠,98,92,79,64
131,호랑이띠,76,92,75,94
131,토끼띠,67,70,52,40
131,용띠,71,52,95,98
131,뱀띠,63,65,92,87
131,말띠,84,76,79,44
131,양띠,60,80,92,55
131,원숭이띠,83,53,80,92
131,닭띠,72,98,60,50
131,개띠,56,83,56,51
131,돼지띠,73,52,84,87
131,양자리,80,55,54,82
131,황소자리,55,88,67,49
131,쌍둥이자리,83,67,61,53
131,게자리,57,88,84,53
131,사자자리,83,89,53,93
131,처녀자리,95,96,83,81
131,천칭자리,97,90,92,97
131,전갈자리,61,69,94,59
131,사수자리,83,48,88,40
131,염소자리,58,94,74,89
131,물병자리,67,60,73,98
131,물고기자리,70,57,55,41
132,쥐띠,81,46,50,61
132,소띠,67,88,92,44
132,호랑이띠,69,51,92,50
132,토끼띠,65,47,76,72
132,용띠,61,97,70,60
132,뱀띠,90,85,62,79
132,말띠,68,79,75,67
132,양띠,62,59,63,46
132,원숭이띠,77,65,61,40
132,닭띠,80,86,70,40
132,개띠,79,58,79,54
132,돼지띠,59,87,67,81
132,양자리,94,68,52,44
132,황소자리,68,71,69,89
132,쌍둥이자리,93,76,56,85
132,게자리,89,95,86,50
132,사자자리,71,51,88,60
132,처녀자리,95,89,74,83
132,천칭자리,63,66,61,80
132,전갈자리,75,99,92,70
132,사수자리,59,66,51,78
132,염소자리,92,73,74,72
132,물병자리,95,92,64,72
132,물고기자리,92,90,50,54
133,쥐띠,56,84,98,97
133,소띠,62,64,65,87
133,호랑이띠,82,93,65,79
133,토끼띠,60,48,58,63
133,용띠,86,63,62,49
133,뱀띠,79,58,91,42
133,말띠,70,91,88,68
133,양띠,76,53,67,60
133,원숭이띠,96,95,98,42
133,닭띠,88,95,76,81
133,개띠,73,93,51,54
133,돼지띠,76,66,65,53
133,양자리,89,48,92,55
133,황소자리,98,89,96,54
133,쌍둥이자리,93,69,83,60
133,게자리,66,73,90,40
133,사자자리,59,76,54,52
133,처녀자리,58,85,59,53
133,천칭자리,63,50,61,77
133,전갈자리,90,98,63,55
133,사수자리,87,50,77,86
133,염소자리,84,64,60,86
133,물병자리,67,60,77,51
133,물고기자리,93,60,69,58
134,쥐띠,91,73,90,52
134,소띠,72,95,80,45
134,호랑이띠,78,70,74,50
134,토끼띠,85,73,77,72
134,용띠,94,92,77,88
134,뱀띠,64,97,80,41
134,말띠,79,72,55,88
134,양띠,74,83,84,49
134,원숭이띠,90,91,61,56
134,닭띠,79,74,69,69
134,개띠,73,69,85,78
134,돼지띠,85,49,71,48
134,양자리,85,57,59,98
134,황소자리,67,45,50,95
134,쌍둥이자리,87,91,96,63
134,게자리,86,70,76,65
134,사자자리,78,69,81,59
134,처녀자리,96,82,54,66
134,천칭자리,57,52,74,99
134,전갈자리,91,55,62,88
134,사수자리,82,61,99,98
134,염소자리,77,77,95,71
134,물병자리,95,89,73,84
134,물고기자리,58,86,74,99
135,쥐띠,82,92,65,55
135,소띠,85,47,73,80
135,호랑이띠,98,46,94,82
135,토끼띠,96,54,66,78
135,용띠,84,88,59,56
135,뱀띠,70,83,87,82
135,말띠,65,45,57,89
135,양띠,60,86,95,98
135,원숭이띠,79,70,95,77
135,닭띠,60,78,62,96
135,개띠,82,55,77,56
135,돼지띠,74,77,84,82
135,양자리,79,82,69,86
135,황소자리,81,93,96,95
135,쌍둥이자리,60,51,90,76
135,게자리,77,97,59,57
135,사자자리,68,92,75,84
135,처녀자리,74,45,60,92
135,천칭자리,86,45,56,44
135,전갈자리,81,78,76,81
135,사수자리,73,91,77,50
135,염소자리,66,68,61,85
135,물병자리,63,57,81,51
135,물고기자리,87,52,78,76
136,쥐띠,68,56,62,43
136,소띠,66,96,98,52
136,호랑이띠,71,71,78,80
136,토끼띠,94,51,90,50
136,용띠,60,63,55,64
136,뱀띠,62,62,54,61
136,말띠,56,82,65,70
136,양띠,86,88,98,46
136,원숭이띠,55,48,67,88
136,닭띠,55,87,87,90
136,개띠,57,51,63,73
136,돼지띠,55,69,88,73
136,양자리,72,76,80,88
136,황소자리,76,83,77,61
136,쌍둥이자리,78,88,71,60
136,게자리,70,68,92,65
136,사자자리,79,84,53,62
136,처녀자리,76,96,56,40
136,천칭자리,84,89,75,86
136,전갈자리,63,46,88,47
136,사수자리,88,62,94,88
136,염소자리,70,68,78,79
136,물병자리,98,87,80,72
136,물고기자리,81,87,62,40
137,쥐띠,95,97,70,41
137,소띠,95,68,52,91
137,호랑이띠,75,88,78,54
137,토끼띠,93,76,75,87
137,용띠,94,95,55,62
137,뱀띠,82,75,92,94
137,말띠,61,91,74,58
137,양띠,93,57,95,49
137,원숭이띠,88,81,95,72
137,닭띠,57,53,81,90
137,개띠,60,64,93,75
137,돼지띠,84,55,78,47
137,양자리,85,87,84,55
137,황소자리,70,58,60,88
137,쌍둥이자리,97,89,55,46
137,게자리,82,90,51,50
137,사자자리,75,69,99,57
137,처녀자리,69,91,66,82
137,천칭자리,85,87,57,82
137,전갈자리,63,79,90,86
137,사수자리,86,50,94,61
137,염소자리,69,81,99,99
137,물병자리,93,49,91,61
137,물고기자리,79,90,97,87
138,쥐띠,79,86,91,90
138,소띠,90,99,77,91
138,호랑이띠,69,59,66,47
138,토끼띠,73,50,57,45
138,용띠,76,92,87,99
138,뱀띠,67,92,57,76
138,말띠,78,53,70,64
138,양띠,91,92,50,59
138,원숭이띠,58,82,84,52
138,닭띠,79,72,70,89
138,개띠,78,96,93,99
138,돼지띠,63,78,92,78
138,양자리,92,59,56,65
138,황소자리,55,79,79,60
138,쌍둥이자리,64,97,68,93
138,게자리,69,76,93,69
138,사자자리,64,83,68,49
138,처녀자리,97,99,94,42
138,천칭자리,93,65,69,72
138,전갈자리,62,62,95,76
138,사수자리,85,85,63,71
138,염소자리,73,90,74,43
138,물병자리,76,54,95,53
138,물고기자리,69,89,97,43
139,쥐띠,66,99,81,86
139,소띠,80,64,92,98
139,호랑이띠,65,46,85,65
139,토끼띠,76,72,93,70
139,용띠,77,93,75,65
139,뱀띠,59,78,96,58
139,말띠,73,89,62,84
139,양띠,90,70,56,48
139,원숭이띠,75,93,87,95
139,닭띠,58,99,95,59
139,개띠,84,86,60,76
139,돼지띠,63,73,94,70
139,양자리,73,54,63,53
139,황소자리,67,92,91,40
139,쌍둥이자리,78,91,86,46
139,게자리,98,95,59,64
139,사자자리,82,88,60,99
139,처녀자리,58,51,72,70
139,천칭자리,66,48,57,72
139,전갈자리,96,66,87,67
139,사수자리,64,85,96,65
139,염소자리,70,47,57,55
139,물병자리,80,76,69,84
139,물고기자리,93,56,91,87
140,쥐띠,79,94,94,90
140,소띠,97,87,55,89
140,호랑이띠,84,97,91,64
140,토끼띠,72,85,91,68
140,용띠,78,45,57,47
140,뱀띠,60,52,81,81
140,말띠,97,77,64,41
140,양띠,92,81,86,70
140,원숭이띠,72,89,97,46
140,닭띠,92,56,74,70
140,개띠,96,89,77,59
140,돼지띠,91,53,56,60
140,양자리,59,90,84,51
140,황소자리,80,97,94,41
140,쌍둥이자리,80,80,84,90
140,게자리,88,76,54,73
140,사자자리,92,79,95,92
140,처녀자리,96,52,98,88
140,천칭자리,68,87,57,51
140,전갈자리,93,89,61,40
140,사수자리,90,73,70,47
140,염소자리,57,53,86,53
140,물병자리,96,55,55,75
140,물고기자리,71,99,98,42
141,쥐띠,60,52,82,59
141,소띠,78,79,60,67
141,호랑이띠,97,45,65,59
141,토끼띠,57,78,68,82
141,용띠,89,73,58,76
141,뱀띠,86,89,70,73
141,말띠,77,83,84,72
141,양띠,68,89,56,82
141,원숭이띠,57,60,52,52
141,닭띠,64,64,63,48
141,개띠,93,80,63,77
141,돼지띠,77,62,58,86
141,양자리,94,72,54,75
141,황소자리,71,61,74,81
141,쌍둥이자리,65,70,79,45
141,게자리,71,88,77,84
141,사자자리,64,79,63,44
141,처녀자리,95,91,67,80
141,천칭자리,96,57,95,63
141,전갈자리,91,87,91,92
141,사수자리,87,83,60,66
141,염소자리,64,65,77,64
141,물병자리,56,83,65,44
141,물고기자리,72,52,84,47
142,쥐띠,98,80,76,44
142,소띠,76,85,55,63
142,호랑이띠,76,94,67,49
142,토끼띠,69,62,50,46
142,용띠,79,59,74,46
142,뱀띠,62,56,83,86
142,말띠,74,82,81,46
142,양띠,88,67,94,76
142,원숭이띠,73,80,67,78
142,닭띠,61,48,60,60
142,개띠,79,56,72,91
142,돼지띠,98,95,84,75
142,양자리,93,99,75,70
142,황소자리,92,53,66,40
142,쌍둥이자리,98,77,95,49
142,게자리,97,53,59,64
142,사자자리,91,92,67,43
142,처녀자리,95,68,95,89
142,천칭자리,70,88,88,66
142,전갈자리,84,56,78,62
142,사수자리,84,77,68,57
142,염소자리,82,78,95,96
142,물병자리,69,64,90,94
142,물고기자리,60,64,76,89
143,쥐띠,75,99,55,80
143,소띠,60,49,96,55
143,호랑이띠,60,55,86,43
143,토끼띠,60,92,68,75
143,용띠,86,96,50,67
143,뱀띠,98,77,96,48
143,말띠,85,76,82,83
143,양띠,98,79,94,47
143,원숭이띠,80,45,89,52
143,닭띠,55,90,77,84
143,개띠,89,92,72,55
143,돼지띠,97,97,83,83
143,양자리,93,47,88,68
143,황소자리,65,88,98,73
143,쌍둥이자리,69,56,54,63
143,게자리,63,77,72,43
143,사자자리,82,76,74,50
143,처녀자리,78,52,71,98
143,천칭자리,98,60,84,94
143,전갈자리,62,63,69,70
143,사수자리,73,61,63,40
143,염소자리,95,81,75,53
143,물병자리,74,86,82,92
143,물고기자리,57,74,89,94
144,쥐띠,86,48,72,40
144,소띠,94,74,71,59
144,호랑이띠,77,51,50,62
144,토끼띠,66,70,72,40
144,용띠,61,72,81,52
144,뱀띠,60,78,82,97
144,말띠,64,71,57,98
144,양띠,86,45,59,89
144,원숭이띠,97,61,64,70
144,닭띠,80,68,69,63
144,개띠,82,56,84,91
144,돼지띠,72,51,78,82
144,양자리,83,55,58,62
144,황소자리,82,45,72,96
144,쌍둥이자리,67,52,62,58
144,게자리,57,53,75,66
144,사자자리,76,47,60,82
144,처녀자리,67,75,92,57
144,천칭자리,62,71,81,75
144,전갈자리,86,96,93,85
144,사수자리,63,65,98,88
144,염소자리,80,77,96,99
144,물병자리,79,53,57,46
144,물고기자리,56,53,59,62
145,쥐띠,87,45,99,83
145,소띠,70,48,93,93
145,호랑이띠,76,72,88,87
145,토끼띠,55,72,80,58
145,용띠,73,76,55,88
145,뱀띠,82,60,89,49
145,말띠,87,56,65,57
145,양띠,62,61,94,55
145,원숭이띠,97,97,77,52
145,닭띠,85,90,56,84
145,개띠,87,84,61,52
145,돼지띠,92,85,90,49
145,양자리,69,52,58,65
145,황소자리,57,62,62,99
145,쌍둥이자리,64,72,51,79
145,게자리,67,50,53,64
145,사자자리,81,78,69,84
145,처녀자리,95,59,64,61
145,천칭자리,82,75,53,72
145,전갈자리,82,86,53,59
145,사수자리,62,62,73,57
145,염소자리,77,90,76,55
145,물병자리,75,48,61,42
145,물고기자리,55,48,92,87
146,쥐띠,75,58,68,70
146,소띠,72,83,56,67
146,호랑이띠,66,61,81,63
146,토끼띠,76,64,57,46
146,용띠,97,45,93,75
146,뱀띠,63,66,73,87
146,말띠,78,92,99,77
146,양띠,88,83,73,55
146,원숭이띠,96,62,63,77
146,닭띠,79,50,56,48
146,개띠,95,92,88,47
146,돼지띠,57,82,91,92
146,양자리,67,57,95,68
146,황소자리,61,49,84,79
146,쌍둥이자리,76,64,96,70
146,게자리,67,79,96,49
146,사자자리,57,53,62,66
146,처녀자리,90,90,66,97
146,천칭자리,90,67,73,68
146,전갈자리,95,90,57,98
146,사수자리,82,49,80,66
146,염소자리,88,77,51,50
146,물병자리,93,62,94,48
146,물고기자리,73,47,86,43
147,쥐띠,67,92,75,71
147,소띠,98,79,82,44
147,호랑이띠,65,73,98,72
147,토끼띠,79,80,99,64
147,용띠,80,83,67,53
147,뱀띠,66,45,60,76
147,말띠,68,82,94,40
147,양띠,87,74,82,85
147,원숭이띠,88,61,69,94
147,닭띠,69,63,95,57
147,개띠,90,52,60,54
147,돼지띠,57,79,65,58
147,양자리,57,85,59,96
147,황소자리,72,53,67,95
147,쌍둥이자리,58,86,65,92
147,게자리,68,79,57,40
147,사자자리,96,67,90,78
147,처녀자리,78,65,55,85
147,천칭자리,90,61,96,48
147,전갈자리,81,84,68,60
147,사수자리,58,85,50,92
147,염소자리,77,59,96,57
147,물병자리,66,61,51,74
147,물고기자리,97,94,99,77
148,쥐띠,61,91,97,84
148,소띠,79,86,66,95
148,호랑이띠,95,85,88,75
148,토끼띠,68,97,78,54
148,용띠,75,62,63,77
148,뱀띠,95,96,98,65
148,말띠,64,73,64,86
148,양띠,82,68,59,97
148,원숭이띠,85,50,81,51
148,닭띠,84,56,61,52
148,개띠,91,76,96,51
148,돼지띠,96,63,51,59
148,양자리,65,56,75,83
148,황소자리,93,57,54,49
148,쌍둥이자리,59,72,65,69
148,게자리,96,70,56,86
148,사자자리,88,53,96,88
148,처녀자리,55,83,56,64
148,천칭자리,79,46,57,92
148,전갈자리,55,93,91,99
148,사수자리,57,53,65,89
148,염소자리,60,62,59,80
148,물병자리,93,45,50,90
148,물고기자리,61,79,97,92
149,쥐띠,76,99,95,45
149,소띠,67,53,80,88
149,호랑이띠,91,73,60,59
149,토끼띠,76,75,59,55
149,용띠,58,79,94,57
149,뱀띠,95,79,57,41
149,말띠,57,51,84,58
149,양띠,61,77,76,49
149,원숭이띠,55,59,51,54
149,닭띠,82,69,59,62
149,개띠,96,63,64,98
149,돼지띠,98,69,93,96
149,양자리,62,76,60,47
149,황소자리,69,51,68,62
149,쌍둥이자리,59,84,71,47
149,게자리,78,50,52,78
149,사자자리,64,56,77,73
149,처녀자리,76,83,61,83
149,천칭자리,82,54,92,83
149,전갈자리,74,84,68,62
149,사수자리,61,62,81,82
149,염소자리,78,61,95,91
149,물병자리,59,95,50,95
149,물고기자리,64,94,91,49
150,쥐띠,75,54,74,68
150,소띠,85,97,54,47
150,호랑이띠,91,72,96,57
150,토끼띠,64,50,70,48
150,용띠,66,94,74,62
150,뱀띠,75,76,77,70
150,말띠,81,83,90,61
150,양띠,63,96,91,98
150,원숭이띠,70,69,76,75
150,닭띠,86,79,84,71
150,개띠,89,79,64,64
150,돼지띠,60,82,95,66
150,양자리,88,81,99,84
150,황소자리,69,89,55,55
150,쌍둥이자리,78,45,63,94
150,게자리,56,68,85,70
150,사자자리,63,52,53,98
150,처녀자리,77,68,99,92
150,천칭자리,63,63,79,49
150,전갈자리,90,71,65,53
150,사수자리,69,48,97,48
150,염소자리,62,89,95,49
150,물병자리,79,91,51,84
150,물고기자리,82,68,53,84
151,쥐띠,61,87,87,44
151,소띠,85,98,88,95
151,호랑이띠,65,46,59,63
151,토끼띠,64,50,65,44
151,용띠,55,81,76,49
151,뱀띠,66,75,97,48
151,말띠,88,89,69,70
151,양띠,81,91,71,68
151,원숭이띠,96,89,50,58
151,닭띠,62,54,53,96
151,개띠,96,47,88,88
151,돼지띠,66,77,60,40
151,양자리,80,98,77,83
151,황소자리,84,80,95,93
151,쌍둥이자리,71,81,82,59
151,게자리,69,72,60,57
151,사자자리,60,78,74,48
151,처녀자리,68,70,89,43
151,천칭자리,69,70,61,92
151,전갈자리,90,83,54,92
151,사수자리,84,75,70,81
151,염소자리,96,70,74,50
151,물병자리,58,96,73,81
151,물고기자리,82,57,67,46
152,쥐띠,61,49,73,78
152,소띠,76,46,65,58
152,호랑이띠,65,79,56,44
152,토끼띠,68,83,50,88
152,용띠,74,57,85,52
152,뱀띠,95,47,65,57
152,말띠,60,81,86,42
152,양띠,91,95,80,42
152,원숭이띠,58,65,55,59
152,닭띠,55,67,98,58
152,개띠,80,77,62,60
152,돼지띠,80,91,72,48
152,양자리,98,51,71,66
152,황소자리,87,51,82,91
152,쌍둥이자리,64,46,87,90
152,게자리,79,75,87,95
152,사자자리,57,63,60,49
152,처녀자리,98,74,55,96
152,천칭자리,95,50,95,54
152,전갈자리,68,96,93,81
152,사수자리,64,94,95,50
152,염소자리,87,78,96,78
152,물병자리,96,78,99,61
152,물고기자리,83,95,58,61
153,쥐띠,73,68,89,94
153,소띠,82,47,95,89
153,호랑이띠,98,69,65,53
153,토끼띠,94,83,54,49
153,용띠,91,85,81,46
153,뱀띠,55,54,99,95
153,말띠,74,80,55,71
153,양띠,61,74,70,50
153,원숭이띠,73,55,54,57
153,닭띠,91,68,72,45
153,개띠,59,56,95,89
153,돼지띠,84,61,80,56
153,양자리,83,86,58,47
153,황소자리,91,76,52,63
153,쌍둥이자리,73,70,76,94
153,게자리,94,88,58,68
153,사자자리,78,77,89,60
153,처녀자리,78,50,93,66
153,천칭자리,87,73,66,96
153,전갈자리,98,47,89,81
153,사수자리,58,92,65,84
153,염소자리,90,45,59,94
153,물병자리,61,63,74,50
153,물고기자리,91,70,54,54
154,쥐띠,79,74,92,45
154,소띠,77,74,79,81
154,호랑이띠,89,97,79,46
154,토끼띠,60,56,96,46
154,용띠,80,94,77,52
154,뱀띠,80,66,54,60
154,말띠,76,83,81,53
154,양띠,85,52,67,69
154,원숭이띠,57,79,59,70
154,닭띠,64,85,63,60
154,개띠,91,47,88,89
154,돼지띠,79,48,73,90
154,양자리,82,75,63,43
154,황소자리,68,46,98,83
154,쌍둥이자리,82,62,66,80
154,게자리,66,50,59,44
154,사자자리,72,70,55,59
154,처녀자리,83,71,83,53
154,천칭자리,97,61,61,93
154,전갈자리,58,50,77,61
154,사수자리,74,55,62,62
154,염소자리,81,75,80,74
154,물병자리,65,89,77,62
154,물고기자리,91,69,50,75
155,쥐띠,93,57,54,86
155,소띠,97,82,89,49
155,호랑이띠,75,87,96,87
155,토끼띠,75,45,59,97
155,용띠,84,54,81,95
155,뱀띠,75,52,93,66
155,말띠,71,78,96,40
155,양띠,83,98,58,80
155,원숭이띠,83,85,87,46
155,닭띠,57,58,97,52
155,개띠,81,89,84,89
155,돼지띠,65,83,74,53
155,양자리,77,58,62,83
155,황소자리,91,45,73,92
155,쌍둥이자리,78,46,69,97
155,게자리,74,77,57,84
155,사자자리,86,86,79,66
155,처녀자리,81,67,72,93
155,천칭자리,89,72,83,88
155,전갈자리,76,52,61,69
155,사수자리,82,68,61,75
155,염소자리,93,55,84,67
155,물병자리,79,63,92,84
155,물고기자리,98,72,90,58
156,쥐띠,94,99,56,45
156,소띠,61,50,91,41
156,호랑이띠,94,71,56,71
156,토끼띠,94,79,56,80
156,용띠,83,77,87,91
156,뱀띠,57,87,68,94
156,말띠,81,58,64,89
156,양띠,84,80,74,47
156,원숭이띠,67,99,80,47
156,닭띠,77,95,79,66
156,개띠,96,90,97,65
156,돼지띠,55,68,64,72
156,양자리,73,62,92,56
156,황소자리,74,98,76,83
156,쌍둥이자리,70,45,76,42
156,게자리,55,46,59,90
156,사자자리,78,98,83,92
156,처녀자리,93,65,71,50
156,천칭자리,91,72,65,75
156,전갈자리,80,57,89,81
156,사수자리,80,98,53,91
156,염소자리,91,72,58,80
156,물병자리,79,91,61,65
156,물고기자리,75,78,60,67
157,쥐띠,69,51,95,91
157,소띠,63,77,57,80
157,호랑이띠,91,95,75,93
157,토끼띠,95,61,85,50
157,용띠,75,58,55,45
157,뱀띠,56,72,50,80
157,말띠,92,54,51,79
157,양띠,89,50,86,64
157,원숭이띠,56,92,96,48
157,닭띠,84,85,90,89
157,개띠,77,56,65,81
157,돼지띠,69,64,62,74
157,양자리,70,91,99,91
157,황소자리,79,94,66,82
157,쌍둥이자리,58,62,55,99
157,게자리,64,85,51,80
157,사자자리,92,51,57,69
157,처녀자리,93,52,56,49
157,천칭자리,73,61,61,45
157,전갈자리,59,76,73,98
157,사수자리,68,70,56,71
157,염소자리,56,71,54,71
157,물병자리,95,49,63,83
157,물고기자리,81,69,70,80
158,쥐띠,83,96,60,51
158,소띠,74,45,61,82
158,호랑이띠,91,85,88,94
158,토끼띠,57,52,71,62
158,용띠,85,84,88,74
158,뱀띠,55,55,83,87
158,말띠,71,52,62,78
158,양띠,56,79,51,73
158,원숭이띠,87,93,59,53
158,닭띠,78,52,63,41
158,개띠,75,53,64,45
158,돼지띠,63,62,67,70
158,양자리,67,50,72,85
158,황소자리,90,86,68,69
158,쌍둥이자리,86,72,82,65
158,게자리,67,61,61,52
158,사자자리,98,99,95,57
158,처녀자리,80,51,87,90
158,천칭자리,92,64,60,90
158,전갈자리,68,91,81,67
158,사수자리,83,72,88,87
158,염소자리,72,97,70,79
158,물병자리,61,83,74,67
158,물고기자리,67,81,72,63
159,쥐띠,95,97,54,68
159,소띠,65,47,82,56
159,호랑이띠,92,71,68,78
159,토끼띠,96,78,72,65
159,용띠,56,52,61,91
159,뱀띠,75,72,61,62
159,말띠,70,49,63,82
159,양띠,78,68,59,89
159,원숭이띠,75,52,50,60
159,닭띠,55,90,71,53
159,개띠,84,81,70,97
